# Threshold Efficiency
0.001174 0.999766
0.001274 0.999531
0.001374 0.999062
0.001473 0.998828
0.001573 0.998359
0.001673 0.998359
0.001773 0.998125
0.001872 0.997890
0.001972 0.997890
0.002072 0.997656
0.002171 0.997421
0.002271 0.997421
0.002371 0.997187
0.002471 0.996718
0.002570 0.996249
0.002670 0.995781
0.002770 0.994843
0.002870 0.994609
0.002969 0.993905
0.003069 0.993671
0.003169 0.993436
0.003268 0.992030
0.003368 0.991796
0.003468 0.991796
0.003568 0.990858
0.003667 0.990389
0.003767 0.990155
0.003867 0.990155
0.003967 0.989686
0.004066 0.989217
0.004166 0.988983
0.004266 0.988514
0.004365 0.987811
0.004465 0.986873
0.004565 0.986404
0.004665 0.986170
0.004764 0.985701
0.004864 0.985701
0.004964 0.985232
0.005064 0.984763
0.005163 0.984060
0.005263 0.983591
0.005363 0.983357
0.005462 0.983122
0.005562 0.982654
0.005662 0.982419
0.005762 0.981716
0.005861 0.981247
0.005961 0.981013
0.006061 0.980778
0.006161 0.980544
0.006260 0.980309
0.006360 0.980075
0.006460 0.979841
0.006559 0.978903
0.006659 0.978434
0.006759 0.978434
0.006859 0.977965
0.006958 0.977496
0.007058 0.977262
0.007158 0.976793
0.007258 0.976559
0.007357 0.976324
0.007457 0.976090
0.007557 0.975621
0.007656 0.975621
0.007756 0.975152
0.007856 0.974684
0.007956 0.974684
0.008055 0.974215
0.008155 0.973511
0.008255 0.973277
0.008355 0.973043
0.008454 0.972808
0.008554 0.972808
0.008654 0.972808
0.008753 0.972339
0.008853 0.972105
0.008953 0.972105
0.009053 0.971871
0.009152 0.971636
0.009252 0.971167
0.009352 0.970933
0.009452 0.970699
0.009551 0.970699
0.009651 0.969761
0.009751 0.969292
0.009850 0.968589
0.009950 0.968354
0.010050 0.968354
0.010150 0.968120
0.010249 0.968120
0.010349 0.967651
0.010449 0.967182
0.010549 0.966948
0.010648 0.966948
0.010748 0.966714
0.010848 0.966479
0.010947 0.966479
0.011047 0.966479
0.011147 0.966245
0.011247 0.965776
0.011346 0.965776
0.011446 0.965307
0.011546 0.964135
0.011646 0.964135
0.011745 0.964135
0.011845 0.963901
0.011945 0.963901
0.012044 0.963432
0.012144 0.962963
0.012244 0.962729
0.012344 0.962729
0.012443 0.962260
0.012543 0.961791
0.012643 0.961322
0.012743 0.961088
0.012842 0.961088
0.012942 0.960384
0.013042 0.960150
0.013141 0.959916
0.013241 0.959916
0.013341 0.959681
0.013441 0.959681
0.013540 0.958978
0.013640 0.958978
0.013740 0.958509
0.013840 0.958275
0.013939 0.958040
0.014039 0.957337
0.014139 0.957103
0.014238 0.956868
0.014338 0.956634
0.014438 0.956634
0.014538 0.956399
0.014637 0.956399
0.014737 0.955931
0.014837 0.955696
0.014936 0.955462
0.015036 0.955462
0.015136 0.955462
0.015236 0.955227
0.015335 0.954759
0.015435 0.954524
0.015535 0.954290
0.015635 0.954055
0.015734 0.953821
0.015834 0.953821
0.015934 0.952883
0.016033 0.952883
0.016133 0.952649
0.016233 0.952649
0.016333 0.952649
0.016432 0.951946
0.016532 0.951711
0.016632 0.951008
0.016732 0.950305
0.016831 0.950305
0.016931 0.950305
0.017031 0.950305
0.017130 0.950070
0.017230 0.950070
0.017330 0.950070
0.017430 0.949836
0.017529 0.949602
0.017629 0.949602
0.017729 0.949367
0.017829 0.949367
0.017928 0.948898
0.018028 0.948664
0.018128 0.948664
0.018227 0.948664
0.018327 0.948195
0.018427 0.947961
0.018527 0.947961
0.018626 0.947726
0.018726 0.947492
0.018826 0.947023
0.018926 0.947023
0.019025 0.946789
0.019125 0.946554
0.019225 0.946554
0.019324 0.946554
0.019424 0.946320
0.019524 0.946085
0.019624 0.945851
0.019723 0.945851
0.019823 0.945851
0.019923 0.945382
0.020023 0.945148
0.020122 0.945148
0.020222 0.945148
0.020322 0.944913
0.020421 0.944913
0.020521 0.944679
0.020621 0.944210
0.020721 0.944210
0.020820 0.944210
0.020920 0.943741
0.021020 0.943741
0.021120 0.943741
0.021219 0.943741
0.021319 0.943741
0.021419 0.943741
0.021518 0.943507
0.021618 0.943038
0.021718 0.942569
0.021818 0.942569
0.021917 0.942100
0.022017 0.942100
0.022117 0.941866
0.022217 0.941397
0.022316 0.941397
0.022416 0.941163
0.022516 0.940928
0.022615 0.940928
0.022715 0.940928
0.022815 0.940694
0.022915 0.940694
0.023014 0.940459
0.023114 0.940459
0.023214 0.940225
0.023314 0.940225
0.023413 0.939756
0.023513 0.939756
0.023613 0.939522
0.023712 0.939287
0.023812 0.939287
0.023912 0.939287
0.024012 0.939287
0.024111 0.939287
0.024211 0.939287
0.024311 0.939287
0.024411 0.939287
0.024510 0.939053
0.024610 0.939053
0.024710 0.939053
0.024809 0.939053
0.024909 0.939053
0.025009 0.938819
0.025109 0.938584
0.025208 0.938584
0.025308 0.938584
0.025408 0.938584
0.025508 0.937647
0.025607 0.937412
0.025707 0.937412
0.025807 0.937178
0.025906 0.937178
0.026006 0.936943
0.026106 0.936709
0.026206 0.936709
0.026305 0.936474
0.026405 0.936474
0.026505 0.936240
0.026605 0.936006
0.026704 0.936006
0.026804 0.936006
0.026904 0.935771
0.027003 0.935771
0.027103 0.935537
0.027203 0.935302
0.027303 0.934834
0.027402 0.934834
0.027502 0.934130
0.027602 0.933896
0.027702 0.933896
0.027801 0.933662
0.027901 0.933427
0.028001 0.933193
0.028100 0.933193
0.028200 0.933193
0.028300 0.933193
0.028400 0.933193
0.028499 0.932958
0.028599 0.932724
0.028699 0.932489
0.028799 0.932021
0.028898 0.931786
0.028998 0.931552
0.029098 0.931552
0.029197 0.931552
0.029297 0.931317
0.029397 0.931317
0.029497 0.930849
0.029596 0.930849
0.029696 0.930614
0.029796 0.930614
0.029896 0.929677
0.029995 0.929677
0.030095 0.929208
0.030195 0.929208
0.030294 0.928973
0.030394 0.928973
0.030494 0.928739
0.030594 0.928504
0.030693 0.928036
0.030793 0.927801
0.030893 0.927801
0.030993 0.927567
0.031092 0.927567
0.031192 0.927332
0.031292 0.927332
0.031391 0.927098
0.031491 0.926864
0.031591 0.926629
0.031691 0.926395
0.031790 0.926160
0.031890 0.925692
0.031990 0.925223
0.032090 0.924988
0.032189 0.924519
0.032289 0.924519
0.032389 0.924519
0.032488 0.924285
0.032588 0.924051
0.032688 0.923816
0.032788 0.923347
0.032887 0.923347
0.032987 0.923113
0.033087 0.922879
0.033187 0.922644
0.033286 0.922410
0.033386 0.922410
0.033486 0.922410
0.033585 0.922175
0.033685 0.921941
0.033785 0.921941
0.033885 0.921707
0.033984 0.921472
0.034084 0.921472
0.034184 0.921472
0.034284 0.921003
0.034383 0.921003
0.034483 0.921003
0.034583 0.920534
0.034682 0.920066
0.034782 0.919831
0.034882 0.919831
0.034982 0.919362
0.035081 0.918894
0.035181 0.918894
0.035281 0.918659
0.035381 0.918425
0.035480 0.918190
0.035580 0.918190
0.035680 0.918190
0.035779 0.918190
0.035879 0.918190
0.035979 0.917956
0.036079 0.917722
0.036178 0.917722
0.036278 0.917722
0.036378 0.917487
0.036478 0.917253
0.036577 0.916784
0.036677 0.916784
0.036777 0.916784
0.036876 0.916784
0.036976 0.916549
0.037076 0.916315
0.037176 0.915612
0.037275 0.915612
0.037375 0.915612
0.037475 0.915143
0.037575 0.915143
0.037674 0.915143
0.037774 0.914440
0.037874 0.914205
0.037973 0.914205
0.038073 0.913971
0.038173 0.913033
0.038273 0.913033
0.038372 0.912564
0.038472 0.912564
0.038572 0.912564
0.038672 0.912564
0.038771 0.912330
0.038871 0.912096
0.038971 0.912096
0.039070 0.912096
0.039170 0.911861
0.039270 0.911392
0.039370 0.910924
0.039469 0.910924
0.039569 0.910924
0.039669 0.910455
0.039769 0.910220
0.039868 0.910220
0.039968 0.910220
0.040068 0.909752
0.040167 0.909752
0.040267 0.909283
0.040367 0.909048
0.040467 0.908814
0.040566 0.908111
0.040666 0.907642
0.040766 0.907642
0.040866 0.907173
0.040965 0.906470
0.041065 0.906470
0.041165 0.906235
0.041264 0.906235
0.041364 0.906001
0.041464 0.906001
0.041564 0.906001
0.041663 0.905767
0.041763 0.905767
0.041863 0.905532
0.041963 0.905532
0.042062 0.904594
0.042162 0.904360
0.042262 0.904126
0.042361 0.903891
0.042461 0.903422
0.042561 0.903188
0.042661 0.903188
0.042760 0.903188
0.042860 0.902485
0.042960 0.902250
0.043060 0.902250
0.043159 0.901547
0.043259 0.900844
0.043359 0.900844
0.043458 0.900141
0.043558 0.900141
0.043658 0.900141
0.043758 0.900141
0.043857 0.899906
0.043957 0.899672
0.044057 0.899203
0.044157 0.899203
0.044256 0.899203
0.044356 0.899203
0.044456 0.898734
0.044555 0.898500
0.044655 0.898265
0.044755 0.898265
0.044855 0.897797
0.044954 0.897797
0.045054 0.897797
0.045154 0.897562
0.045254 0.897562
0.045353 0.897328
0.045453 0.897328
0.045553 0.897093
0.045652 0.897093
0.045752 0.896624
0.045852 0.896624
0.045952 0.896624
0.046051 0.895921
0.046151 0.895452
0.046251 0.895452
0.046351 0.895218
0.046450 0.895218
0.046550 0.894984
0.046650 0.894984
0.046749 0.894515
0.046849 0.893812
0.046949 0.893108
0.047049 0.892874
0.047148 0.892874
0.047248 0.892639
0.047348 0.892639
0.047448 0.892639
0.047547 0.892171
0.047647 0.892171
0.047747 0.892171
0.047846 0.892171
0.047946 0.892171
0.048046 0.892171
0.048146 0.891936
0.048245 0.891936
0.048345 0.891467
0.048445 0.891233
0.048545 0.890999
0.048644 0.890764
0.048744 0.890295
0.048844 0.890061
0.048943 0.890061
0.049043 0.889827
0.049143 0.889827
0.049243 0.889827
0.049342 0.889827
0.049442 0.889592
0.049542 0.889123
0.049642 0.888889
0.049741 0.888889
0.049841 0.888889
0.049941 0.888889
0.050040 0.888420
0.050140 0.888186
0.050240 0.888186
0.050340 0.887717
0.050439 0.887717
0.050539 0.887717
0.050639 0.887717
0.050739 0.887717
0.050838 0.887248
0.050938 0.887248
0.051038 0.887014
0.051137 0.886779
0.051237 0.886779
0.051337 0.886779
0.051437 0.886779
0.051536 0.886545
0.051636 0.886310
0.051736 0.886310
0.051836 0.886076
0.051935 0.885842
0.052035 0.885842
0.052135 0.885842
0.052234 0.885607
0.052334 0.885607
0.052434 0.885373
0.052534 0.885373
0.052633 0.885138
0.052733 0.884669
0.052833 0.884201
0.052933 0.883966
0.053032 0.883966
0.053132 0.883966
0.053232 0.883497
0.053331 0.883029
0.053431 0.883029
0.053531 0.882560
0.053631 0.881857
0.053730 0.881857
0.053830 0.881388
0.053930 0.880919
0.054030 0.880684
0.054129 0.880684
0.054229 0.880684
0.054329 0.880216
0.054428 0.879981
0.054528 0.879512
0.054628 0.879278
0.054728 0.879278
0.054827 0.879278
0.054927 0.879044
0.055027 0.878809
0.055127 0.878575
0.055226 0.878340
0.055326 0.877872
0.055426 0.877637
0.055525 0.877637
0.055625 0.877403
0.055725 0.876934
0.055825 0.876934
0.055924 0.876934
0.056024 0.876934
0.056124 0.876699
0.056224 0.875762
0.056323 0.875059
0.056423 0.875059
0.056523 0.874824
0.056622 0.874824
0.056722 0.874824
0.056822 0.874590
0.056922 0.874590
0.057021 0.874590
0.057121 0.874355
0.057221 0.874355
0.057321 0.874355
0.057420 0.874355
0.057520 0.874355
0.057620 0.874355
0.057719 0.874355
0.057819 0.874355
0.057919 0.874121
0.058019 0.873887
0.058118 0.873652
0.058218 0.873418
0.058318 0.873183
0.058418 0.872714
0.058517 0.872714
0.058617 0.872480
0.058717 0.871777
0.058816 0.871542
